"","ID","f2","f3","fs2","fs3","alpha"
"35",35,-28.181690407712,815576.039419062,-40.0865714483894,719021.802463457,0.911644203241779
"36",36,-39.3180243453346,337743.468851447,-29.8062858363725,749865.864190646,0.901040602362897
"37",37,-30.9318878603913,784126.419288162,-34.9236658859476,757522.588568106,0.907329669557901
"38",38,-33.6632744534276,782569.805431347,-36.8325490008108,396394.106484111,0.923813206927091
"39",39,-34.0107479936518,782379.599009715,-42.2454555009454,413955.963592622,0.907775457212647
"40",40,-32.8593762712479,718067.146992106,-29.4591135159098,775107.981994264,0.901778559672791
"41",41,-30.4201987727247,813062.855235785,-32.0326947451159,549199.106511138,0.864681137718925
"42",42,-29.8348992844559,604171.281070393,-30.4907434043139,507039.241333846,0.885075504279114
"43",43,-36.253514605362,749803.061428424,-35.5933292187303,553443.558970969,0.878613196664089
"44",44,-30.2192840201668,754383.839695919,-36.1630015839338,624860.221348535,0.925503986387929
"45",45,-26.989381199535,439242.639348749,-34.0339146510623,648589.551599734,0.872542033968914
"46",46,-30.370101941824,659839.757601134,-42.8858499144949,519255.615442451,0.9139096092015
"47",47,-27.3354539001994,709340.271443501,-41.4383961084373,790089.769439343,0.910169677286288
"48",48,-31.8205244388208,793002.994068116,-32.5794179255068,682180.192588512,0.924861773394929
"49",49,-29.4856811883859,537919.491408207,-36.8143652101308,676448.860041536,0.875709128884824
"50",50,-39.802374462612,768813.430305477,-28.4897109909654,787747.181036491,0.918408876188964
"51",51,-33.0790641617626,469044.419229031,-27.4026230459325,777725.779713057,0.88288214483981
"52",52,-36.996455751691,787871.353525799,-32.2422123204917,563879.91277922,0.862368520829584
"53",53,-31.1870098739974,497238.312795404,-38.5628878012486,446459.525702931,0.920868140441183
"54",54,-32.6195918292366,549059.450980257,-32.1798287575916,460046.711274236,0.929703355222015
"55",55,-41.6556354720369,388490.955694038,-37.9461462305337,491696.020900123,0.862114494000221
"56",56,-39.7762796708308,790367.034177333,-30.0821442712396,692516.63884528,0.887850212744206
"57",57,-40.3929500307962,501280.054049864,-31.4775347863995,660653.912775628,0.865166006809449
"58",58,-27.4208887362406,778784.110740684,-40.7373881693669,556953.239230886,0.929585107673226
"59",59,-36.9482370847389,800763.099918514,-35.8854186015874,719801.483536586,0.925822809041874
"60",60,-38.7052310298085,629252.3151513,-32.5573211744241,321382.901520822,0.862052911368782
"61",61,-36.2925039286986,420595.387388989,-29.3575806059428,535740.952416118,0.88551706542433
"62",62,-35.6195069399066,379058.682291452,-42.7447574757189,313066.816468313,0.921158189874394
"63",63,-37.7036389456205,394825.93472302,-27.2385826600157,783048.688497376,0.927204031730162
"64",64,-31.584459065441,797965.221916661,-37.6334343416579,819272.124505993,0.889617804493248
"65",65,-31.888046725709,595706.268005893,-42.8375058051385,364274.092052486,0.905523274023674
"66",66,-42.2560946675092,659646.975532528,-36.4561244830452,661704.467244651,0.861387533856537
"67",67,-31.3773322600685,597959.65921184,-29.6205381935164,355827.809145637,0.924088724729909
"68",68,-35.1862733556815,405446.827170216,-33.4496960247569,260296.748921815,0.867284481692733
"69",69,-27.5357888302691,711194.570818059,-33.6648161999732,362131.191816647,0.869930460932787
"70",70,-41.3552235664092,692877.703133505,-36.5937051994614,449895.841108188,0.926800290462287
"71",71,-32.7792687072717,605336.789617948,-28.8702302657105,517878.987012841,0.916324984779851
"72",72,-38.7511989786215,369188.697898816,-31.4427061226889,310204.804847781,0.892454463897025
"73",73,-32.5708753813915,797001.730144415,-42.063119792778,629061.150897592,0.868577106498558
"74",74,-41.014751886297,289432.004414815,-27.9015105167888,508492.659417354,0.861982013877537
"75",75,-27.169681323003,791496.507132668,-31.7012772098109,310814.629030712,0.885749842263661
"76",76,-33.604790627636,331089.740468096,-38.3053294999935,572071.247467566,0.866133376453202
"77",77,-31.1105382301211,375950.038585365,-29.274831384588,804387.894605156,0.868347124426976
"78",78,-37.3900125322714,609815.194931291,-28.9095472687259,597593.796074968,0.9130767265612
"79",79,-35.9019646162875,738782.73540264,-30.0213781647794,297847.710999791,0.917331096325852
"80",80,-27.6001782872342,389065.99595882,-41.6363596581817,728646.367517468,0.872943265045533
"81",81,-36.340639737539,608313.764451928,-38.316048638165,449376.037774608,0.873141466612719
"82",82,-27.9092467730083,336726.514418572,-32.9483177091964,797229.908044245,0.907627904990481
"83",83,-28.898128144227,466001.567765772,-35.1487433247939,313269.430876784,0.864113093522668
"84",84,-34.8636819612347,431010.789260808,-31.8973071656786,350921.875008233,0.892626389399348
"85",85,-33.8763747375347,263360.654121153,-32.1339140866511,372173.107531946,0.911465149329938
"86",86,-37.3414165145084,419531.131575573,-38.633780166056,538706.077463906,0.92875171170526
"87",87,-30.967105187621,464466.945223082,-29.506155175738,401291.96719259,0.894366659779064
"88",88,-36.5288691266216,697307.507057022,-41.3396874268241,697589.274232164,0.889971726428516
"89",89,-30.2109344932586,755281.043850649,-28.9874361188673,776165.295754652,0.881402978904307
"90",90,-34.3816037213914,393279.961779863,-38.177401806578,631225.488577913,0.90225739312719
"91",91,-39.2001177057289,395712.987684365,-41.3916244284734,458186.99107809,0.864821384149497
"92",92,-30.0406072301455,771089.610185176,-28.6362971739881,722133.619672377,0.912130207606822
"93",93,-42.2736651874036,786998.204105198,-32.634177211687,633205.87338075,0.902357648012005
"94",94,-40.6390691230446,552654.93264867,-39.2438877061978,713965.934196189,0.862979318889614
"95",95,-36.7641708303914,510331.93399094,-35.2011585781984,520694.339923374,0.865370921536796
"96",96,-35.4133164336681,762040.588011965,-28.3258871894255,369712.215497382,0.930785014595818
"97",97,-33.6501841110699,448768.581642527,-31.8149671521299,783555.794675518,0.86746889659526
"98",98,-36.357290002387,563537.062868942,-39.8774433975555,752971.965906732,0.923375046947025
"99",99,-38.9791759411544,750598.597192336,-32.1583736593053,555237.09302811,0.913010140740041
"100",100,-28.2095734091252,610896.122285742,-36.3721547717005,447495.293394048,0.877585651849043
"101",101,-30.8184176728912,368555.858743563,-37.6909629702717,582462.91752575,0.916435608879579
"102",102,-29.0721677245833,646799.680906516,-32.4692017308995,736405.125578679,0.893215997451048
"103",103,-33.3309906356409,809313.556890395,-38.963614855703,642109.321828391,0.910517444117159
"104",104,-42.6242704567611,598189.041285645,-41.9314993729405,529815.023700949,0.892060716169812
"105",105,-37.1257583263293,466923.473388236,-37.2613604001924,298248.068203125,0.93166801887544
"106",106,-40.9692169672511,732721.631931942,-38.5837347565889,296858.885120451,0.908866990099633
"107",107,-36.9711442132555,662788.280924447,-38.345583461836,696534.766151812,0.864475840960039
"108",108,-41.7506105595902,347801.539863907,-42.0284429566525,294382.840181235,0.908597715764895
"109",109,-31.1939452536367,288171.616517529,-38.1855358607881,269758.208097797,0.934840325946711
"110",110,-41.9387614611872,459756.788722575,-33.5621689015441,724367.135290559,0.92295717100057
"111",111,-35.604893755883,549673.678708933,-27.3951349192932,360630.091551915,0.924025758481469
"112",112,-42.5953430016339,484844.712666459,-35.3833681620359,515054.957246426,0.877952655586803
"113",113,-42.2467117481828,334389.6817003,-39.4829669288769,509015.895602237,0.911227877453281
"114",114,-27.7670366942063,702540.506392289,-41.4078924747854,466567.355941944,0.903546926102839
"115",115,-29.6499847440757,602840.976745952,-28.7256361954287,803803.853387143,0.890598498452445
"116",116,-41.3373581250012,720731.208952721,-34.9422464924306,292402.974167522,0.897740946918618
"117",117,-26.7684796418287,355607.122381907,-29.1760358003452,446194.717122577,0.869725385061474
"118",118,-33.3565834078006,435802.174315546,-31.4819874672517,798021.665712595,0.901083078117972
"119",119,-32.7084011902548,586559.796370957,-32.550567408137,264687.220101599,0.897075105475744
"120",120,-41.8527579392306,313472.3251497,-37.2947940383889,621414.120713659,0.884485021837199
"121",121,-42.7448320906609,522527.900495734,-37.5574959221743,768352.291779947,0.906928332697608
"122",122,-31.0944701755084,808840.251895674,-31.8245650861003,282755.987907648,0.891854152178964
"123",123,-28.4193172309697,329198.562989831,-32.3856285765208,290715.275593195,0.904722407724602
"124",124,-33.7777967186272,572852.64102174,-36.6886576636843,658469.73147694,0.888851273197759
"125",125,-38.4916726882793,822087.745773699,-43.1690282206126,740940.376424715,0.877664746469801
"126",126,-41.7241277756244,808376.428892892,-42.8506300168894,379994.771787319,0.86554295125122
"127",127,-32.5623838197403,798958.458833676,-33.3761604978219,685867.070346493,0.866720593459047
"128",128,-29.2588903027996,604767.072069179,-37.6563390745446,720877.461710256,0.919172399145074
"129",129,-42.8278120317496,760677.251122929,-41.7265334349647,644368.492456842,0.856669040877368
"130",130,-28.4845710520409,823251.654877495,-36.8547365770005,414503.344958387,0.91959135617453
"131",131,-27.6720068820007,412099.328775629,-39.919650591176,279403.768214174,0.916213488742152
"132",132,-37.3655759764463,649927.262633666,-38.8691955040097,381150.085365586,0.8902732901976
"133",133,-33.469415075954,324583.672107179,-30.6010520587191,539403.198989704,0.903330028041493
"134",134,-29.120769338794,653821.065145899,-42.9773261828199,314441.340472959,0.895476582081091
"135",135,-40.0646847611517,630119.191141278,-37.3947239796035,618461.272806637,0.902173334535971
"136",136,-37.1917852853537,813578.749892805,-29.7980832520612,461182.648758423,0.891600322558297
"137",137,-34.2206599451043,671652.50823779,-30.5944759128802,812625.584834535,0.918376724044224
"138",138,-34.704844835721,740725.46187723,-37.1933364592046,300429.652868044,0.859203801176188
"139",139,-27.3489256765656,654641.00775728,-42.7191825099811,799135.179832,0.867126874244178
"140",140,-32.8515639405325,783745.396390725,-29.9687476906218,365730.302502271,0.906805672336504
"141",141,-43.4735095953718,308432.004264779,-29.6866054565124,742238.27151781,0.892233029395338
"142",142,-35.5275902377591,560570.340726543,-26.9695872223563,750225.068554375,0.932407709390595
"143",143,-32.1784770010933,531414.830086883,-29.8325947464183,424240.488504991,0.876686202689279
"144",144,-28.7377195851617,676434.302319326,-32.9238454237431,423702.10483009,0.91513300491887
"145",145,-43.3632337457575,799657.839704044,-33.2609641762897,481278.864066992,0.870239367383629
"146",146,-40.9575026616715,681421.180381067,-27.7988305050805,618248.299563024,0.895752625674056
"147",147,-32.6854426200539,443300.289053358,-41.8812068748549,613491.992126573,0.910390470201483
"148",148,-34.8366580674723,721138.586557526,-31.9192274700627,609863.052271027,0.891165280477516
"149",149,-28.5425403267443,587905.247908868,-32.6489029304571,407896.156672351,0.897563450887954
"150",150,-36.4991817382053,343501.235441249,-41.6579216438867,693271.488555633,0.904927737537775
"151",151,-26.5861187772639,498510.256913435,-36.3172853156962,331312.70660799,0.89536685118092
"152",152,-35.5757674916349,682297.436671946,-26.8823185246103,702900.341575854,0.865734719362924
"153",153,-41.8913267450817,350374.129791725,-28.33851475529,334280.940447673,0.919849571751827
"154",154,-37.0417348559164,606463.429677822,-32.1964117738158,811269.627324957,0.869306987972738
"155",155,-33.535178938657,672108.210802581,-38.7755114218891,776679.341940992,0.870139700589586
"156",156,-38.8781906942092,455967.610041723,-36.6527265537866,417090.012102071,0.861599420508785
"157",157,-37.4222778254263,358094.365293253,-29.8771149899513,636235.321307797,0.915386246246794
"158",158,-32.3847343133055,581336.026953999,-36.572256889049,494220.344902184,0.88168761220975
"159",159,-42.7197597127184,372669.51017322,-39.294921816837,819826.882670764,0.909137274727272
"160",160,-40.2937043694928,502568.055289332,-40.9684162456505,499779.779435862,0.906108516186731
"161",161,-29.235240747653,713968.06250954,-40.8735595032871,432155.457563382,0.93024473486839
"162",162,-28.5115411412567,753468.433848023,-37.2788304753751,601411.304506697,0.882342609998103
"163",163,-34.282623716455,342059.327045847,-29.9226124335192,820156.342830844,0.885954995089713
"164",164,-39.3374676477052,261916.303155608,-35.8592514306828,435329.698026739,0.862588914930742
"165",165,-31.486171458561,759576.420961507,-34.7710474755578,488258.046441618,0.925071239732554
"166",166,-39.5312696084157,807452.97855923,-41.8137853864804,548497.765542138,0.907590374628233
"167",167,-26.9654937408194,545673.307766095,-31.5608629737049,282937.112055346,0.895530380319579
"168",168,-30.7527647522874,691993.191367332,-34.8864283433333,344487.885530349,0.932365423347309
"169",169,-34.9539240375236,526534.110868108,-42.9147807854004,276109.062568881,0.917402818662435
"170",170,-30.2978904406466,776080.955954418,-33.3298828387186,822833.660664782,0.870215108282479
"171",171,-31.5653195032999,329674.78598997,-41.1912806530893,680924.557029139,0.880180656864963
"172",172,-30.6742249480933,294972.039845604,-29.8556462199725,617305.822502058,0.886117283406127
"173",173,-41.6393539380133,332851.289119851,-28.2874294782057,630198.268803097,0.881650857124444
"174",174,-42.5568893400654,692662.965042256,-38.1002986844592,262039.49043978,0.871670486633703
"175",175,-27.3647990196943,333827.403668277,-40.350644042246,634272.794661392,0.886207749694083
"176",176,-42.6981674339585,287156.167440135,-28.0058611512445,845580.596904401,0.924574739075972
"177",177,-36.6928140476346,785848.95554848,-29.2624478512667,246201.445840262,0.886638009617891
"178",178,-27.5142579511367,847104.575855192,-27.5830450859703,463177.760032509,0.878190116798382
"179",179,-42.0833754999712,503652.102738377,-38.2361747600846,645391.0018586,0.896263427976444
"180",180,-31.0139346736334,315606.914633587,-36.284377747111,729217.481186073,0.893021702081243
"181",181,-34.4773738789335,491823.527764864,-35.2278635229804,340732.742918264,0.857944069888638
"182",182,-41.57145243375,582983.496083729,-27.6566572947688,821755.084480215,0.914063366021056
"183",183,-36.2236404634118,520888.762994315,-39.5139912409373,622936.709919274,0.91113018281519
"184",184,-40.915443479348,281717.053367123,-40.0978275052384,358700.959189571,0.872887417910175
"185",185,-31.7358312530518,516833.073641676,-32.2066673858054,591505.846346673,0.892148716422494
"186",186,-33.0434403431229,475822.732769419,-42.9272331832387,793910.820488557,0.875034428533839
"187",187,-37.6331958911829,258886.772351842,-30.3227564641796,431560.0433781,0.869633194847058
"188",188,-30.3964064073302,765382.024130207,-29.0653693503439,755149.187706076,0.863399858560607
"189",189,-34.3105097972043,428395.600282177,-36.3078039705902,815734.083688185,0.857166864202747
"190",190,-32.5230351424925,647277.40470048,-37.4999830190279,262710.38921373,0.88038017603152
"191",191,-34.8113395244777,767136.043437403,-31.1741818834208,374722.059765831,0.880395788670501
"192",192,-30.993916490443,397365.857678801,-30.1192557918318,744068.977152314,0.918284275982954
"193",193,-35.3586702501886,299860.047478545,-40.2475870755129,824638.301446475,0.894861551876461
"194",194,-29.0361101241,359841.917267144,-33.5565882886499,527202.764418591,0.914855917667061
"195",195,-35.0526482766569,375592.175758071,-38.2130543212108,494794.685524367,0.890495642528279
"196",196,-38.5918520024829,299130.657579359,-37.0946880558729,441846.440191884,0.929342963974187
"197",197,-27.3961342442557,504618.923371937,-27.612467507042,602346.983860917,0.913450786732053
"198",198,-35.6598234435767,434757.580232415,-28.6823804399893,514556.323535778,0.857574801350482
"199",199,-27.5686227738038,622960.733675193,-38.0007385677584,469592.182190176,0.912853236343026
"200",200,-40.8461483992599,446923.320667036,-27.3241267946772,839111.898284908,0.883979127749672
"201",201,-30.2765399659462,503305.863518659,-27.8511914759576,725459.746338762,0.860765716041822
"202",202,-33.840869412329,698673.366557956,-43.6638946664892,770590.613101646,0.861052380635852
"203",203,-40.7923118326813,636880.676825382,-28.6256780546084,416185.103492253,0.897340413321016
"204",204,-29.4773340010494,666529.203948937,-37.5975310377926,510667.032536808,0.861120048574725
"205",205,-40.6740145137124,605541.644496433,-35.8705498637669,358124.738135133,0.907978019145139
"206",206,-32.3443037640043,825834.018840063,-32.7248973868974,456699.305976927,0.889525236534351
"207",207,-39.8829404402785,599389.290952943,-34.6732172814868,753553.908557072,0.878066386266844
"208",208,-36.7440238546208,677184.571661577,-34.1501324009262,344123.526698574,0.886698248580597
"209",209,-28.4678020163588,735605.64654611,-27.8127161552422,592016.762754973,0.921317322341768
"210",210,-40.2697832011357,704183.975001499,-38.4441105029695,505579.849774819,0.909870416772196
"211",211,-33.3111716990992,596329.586858917,-31.3911386624873,827964.852929227,0.857495333161877
"212",212,-28.0628868107162,399700.694670044,-35.5540000438839,684811.354002897,0.912620492629144
"213",213,-33.4903256865367,374458.368342742,-38.6988390417658,418938.942952268,0.871912055063399
"214",214,-31.8350962107256,310974.612511415,-32.4525546134897,675830.073770974,0.900962121836625
"215",215,-42.5518343605325,653075.335644521,-40.2937127784677,392000.857223962,0.935274668418432
"216",216,-35.3512356014773,356629.805539753,-32.7429868103303,747416.548931263,0.927544752257856
"217",217,-41.7805807884037,658184.498130176,-31.6354499632902,865173.666220307,0.860349830136072
"218",218,-33.5180589131378,279853.198288027,-33.0973994205184,260484.019519463,0.886746177896902
"219",219,-34.0269653361067,485627.303640917,-37.4728238734007,442624.217920173,0.909221776104411
"220",220,-39.9519364766702,573888.114411253,-40.8703158374243,534214.065099154,0.874108960221116
"221",221,-36.315844666902,472240.426388867,-28.0746275047734,533459.743352477,0.911371087653937
"222",222,-31.9623007889837,743445.019896906,-41.550253967531,525638.17268014,0.897237910129128
"223",223,-39.8275579213686,473156.165091172,-29.635675359793,286867.915584333,0.93050685117981
"224",224,-26.9419912252501,505454.908511005,-41.6054860854782,452223.928959724,0.876453959042406
"225",225,-36.4097801119983,576598.364760429,-36.1920077940896,788013.072433267,0.917836311291534
"226",226,-31.2557610256672,539726.44474322,-42.0830921931937,484422.336416859,0.877931044219313
"227",227,-39.0549665884189,437285.117233843,-29.1356212726161,445708.694249783,0.928561256266296
"228",228,-34.1452036873847,870536.656671595,-26.9979328922927,680347.621543948,0.918920944188202
"229",229,-27.9151004782096,668296.288648993,-30.9088005801812,734953.687955141,0.92843786225781
"230",230,-38.4545013396442,282437.836154364,-34.5383124554418,537492.92932583,0.907905061671136
"231",231,-30.4906201736107,803826.985815763,-31.2749922793731,567321.875767764,0.902792335965373
"232",232,-37.9126897160113,296254.224970359,-41.1743587260395,542235.808399953,0.930733047819098
"233",233,-37.4136614572741,687295.536623541,-27.2754627614729,585838.534256574,0.882773210764075
"234",234,-29.6283199367225,481298.20867436,-42.5694670970254,737152.580527253,0.919535679118097
"235",235,-31.4522695416026,278033.196791075,-43.4014300147034,738325.751641709,0.866901774595369
"236",236,-28.1576046059616,301660.188272893,-31.8599954633787,584150.707317665,0.86657205327389
"237",237,-42.0600417806096,328201.180400494,-43.3858936090507,821478.454886284,0.921480112217035
"238",238,-39.6564263494015,578211.061526481,-40.3919186171033,311453.585808799,0.915978393133447
"239",239,-34.7395043090135,544445.078433901,-30.9236824187301,809511.50031738,0.928036176769638
"240",240,-28.0509040324651,744763.170154784,-43.3062201223113,559518.193872161,0.866545243165588
"241",241,-41.996110346172,432459.327933677,-27.6875701516531,625695.518005583,0.930921742768735
"242",242,-35.863377101168,663779.242841806,-34.7942425106354,513457.432179917,0.903835659653494
"243",243,-37.9326858916506,321874.584779032,-33.872731874343,614487.050044723,0.877377076307716
"244",244,-31.2271228472181,392163.143104371,-36.7888740719445,318518.47407449,0.880074452009521
"245",245,-27.7830731189288,560914.059776608,-38.899809440095,299981.82230901,0.911797360053994
"246",246,-33.6112768802084,482637.945822887,-33.1941106651761,696899.001613669,0.918693598998699
"247",247,-29.8569130007364,814515.797409285,-31.7977152677514,301647.468277104,0.925230925642662
"248",248,-43.0718176118322,525863.559703082,-37.7761323175505,335520.766055975,0.861499915605653
"249",249,-41.0431894858554,242409.814100955,-26.9580309847333,778741.094120834,0.880265348683687
"250",250,-38.6187454808839,360160.410476346,-39.0315685231797,669203.043327797,0.923872816147538
"251",251,-38.2060350760221,254634.674532171,-29.3141307006702,330217.183827199,0.933669521963812
"252",252,-30.4624209949188,373554.310406391,-29.2959524288848,480416.494112797,0.918800425710605
"253",253,-37.9569626734629,824869.628438428,-32.0127451386824,306725.854454171,0.870721462892938
"254",254,-39.5450808027014,309425.191262141,-36.9482699315734,795147.766611781,0.908737246010875
"255",255,-34.8928798277639,432354.461693726,-34.8155748279169,673173.140511438,0.888481013153631
"256",256,-37.6007775987163,854037.572374381,-37.1044300169908,509177.476270515,0.870923173851537
"257",257,-34.3487959307991,330932.580912486,-41.1161651439406,425977.862805445,0.916888156854175
"258",258,-27.8451769769788,512446.315465793,-39.1379881342612,780396.169815734,0.864001657422516
"259",259,-43.1101624083221,686285.564406104,-32.4976485385299,413157.130973302,0.886991536822818
"260",260,-27.3059233125448,496117.652400043,-40.0469296602905,330622.559113745,0.933070087765651
"261",261,-35.078166699674,540400.796461999,-43.4193466622531,734249.267884772,0.899748114336623
"262",262,-30.7055516286194,318670.643891711,-30.4647165426835,423189.708861709,0.868537832025673
"263",263,-31.5082265899591,422696.445284504,-32.7105200689174,636926.842669956,0.859690075883912
"264",264,-33.6872461010851,655966.308755372,-31.8779576546699,305007.8013709,0.863946882462762
"265",265,-39.7640258570723,358741.743438542,-40.6941820630059,374467.458403017,0.925394917802932
"266",266,-37.066231393788,370196.442055646,-26.5054012950584,517265.800210051,0.87604820844881
"267",267,-32.0762708403654,290149.769686554,-36.2125002398491,275471.347795241,0.90396191501721
"268",268,-36.0861655007638,811607.151297536,-42.1617224428989,603638.061729651,0.860455322527129
"269",269,-37.0880271895304,459026.18955018,-34.3674802446552,474590.620434415,0.930672240747374
"270",270,-32.018152244594,546212.825956568,-26.4174017946012,651577.97164401,0.883015225486042
"271",271,-32.2041911608689,699955.54614082,-32.9679184250198,846075.452520531,0.903661826161185
"272",272,-32.1623163748011,713257.642260119,-43.0639413419329,329426.593427043,0.872405954893831
"273",273,-29.4499913015738,494326.363894027,-38.8211535154805,575385.472160708,0.92250558060916
"274",274,-33.1917323930226,558767.763794735,-28.4015009761304,726314.155891277,0.899856929948574
"275",275,-42.1896016666591,300763.260014728,-33.0345978260487,590594.755756166,0.890677887024403
"276",276,-27.0897353474461,481988.794967476,-27.6468624491431,438606.378964204,0.91335933018019
"277",277,-32.196015556667,578726.917776857,-39.4441124038696,556441.83307128,0.905500071231034
"278",278,-32.9273375516906,667919.564398006,-40.8048572011143,789674.682011623,0.926190265870351
"279",279,-40.7671972501874,230833.905893266,-31.2606019110158,712048.922141474,0.872094885068232
"280",280,-41.3359833254404,511147.850704286,-27.55221477402,785978.962651417,0.86136078185717
"281",281,-43.2310174987614,337764.147022851,-34.6278373947442,570230.207831208,0.869483709435016
"282",282,-34.9125770324767,555804.225239288,-39.0381579809748,843674.258223511,0.863347983291823
"283",283,-34.5913570949398,234900.34963781,-37.585366322916,573090.026597343,0.898789217920329
"284",284,-39.4762519929931,583749.646201227,-41.9612815863751,438092.264596205,0.925907446537768
"285",285,-42.8219712082297,530041.750302333,-30.2646334933266,277724.352556523,0.915783463249095
"286",286,-29.7462389808185,746509.242580198,-36.0171955715008,767404.428985473,0.927506662304446
"287",287,-32.4909999352805,657173.851370979,-40.9001216887422,626919.917577095,0.882952709065529
"288",288,-40.4956314805485,248312.561125904,-26.9010028721951,503055.367523637,0.894236829583183
"289",289,-40.7483259959631,813915.206127353,-33.29655486257,251954.884810597,0.91922021770001
"290",290,-41.1554564945214,577883.735851925,-32.5153927177563,814452.986048423,0.909301486056523
"291",291,-29.0951480186284,462777.597181685,-35.1103849449232,526983.526973408,0.898167820880288
"292",292,-31.4101279856674,665562.265904844,-29.0596377039701,383658.336796742,0.887640831359332
"293",293,-28.3853768054508,277402.459317613,-35.2680942253657,370815.419036802,0.91412318268442
"294",294,-43.3854280786328,652069.744032603,-42.4017669408843,405797.129727285,0.879472719307616
"295",295,-43.6132265682518,697924.094926212,-28.1401054772995,544641.862044465,0.859916977281162
"296",296,-38.1052778663896,427508.758472428,-36.2180854793526,267727.322249804,0.875444219138261
"297",297,-38.1667574574351,733235.288563669,-38.4143855353519,842684.430363812,0.884498196790716
"298",298,-29.2444431605935,361569.517846685,-40.5233300324529,482737.874635495,0.919038835641624
"299",299,-31.7910467872471,818861.425881889,-41.0628031151965,794243.353365045,0.921254385404257
"300",300,-30.2567005651146,801201.017363556,-40.5105671109445,255579.725374561,0.910944701853184
"301",301,-35.5896492887177,827792.644705642,-36.77111379667,791387.529823184,0.908976094101172
"302",302,-28.440814280279,335661.815047357,-41.8362757321559,777325.703669935,0.902952218762698
"303",303,-40.0491989438869,591414.470699411,-33.7106273029521,480644.893517718,0.868934277803933
"304",304,-29.5258152033873,303071.750193555,-37.0698124494515,773722.599736415,0.854807293655761
"305",305,-40.5206818961129,752894.671294577,-37.2496414513737,536258.260045387,0.889100128139548
"306",306,-28.3693237969391,769743.94844044,-41.4196114026085,767047.763233725,0.895036765773691
"307",307,-34.7812122251019,518185.820811875,-39.2028523450866,399084.99344172,0.892372613441084
"308",308,-43.6711856935546,448197.064387258,-41.7089797261991,643743.267770838,0.888554240568032
"309",309,-33.20677279092,350057.21208822,-28.8469565147348,283845.178254358,0.879980793204114
"310",310,-36.2000977471098,697133.701491877,-26.6431714741476,870549.835448954,0.863763817087332
"311",311,-41.9557741671056,811445.99492291,-27.8298852018528,320330.467469655,0.918568895664485
